psg_id,passage,persona,query_style,query,method,critique,score
759,"ANNEX III

(c) AI systems intended to be used for risk assessment and pricing in relation to natural persons in the case of life and health insurance;
(d) AI systems intended to evaluate and classify emergency calls by natural persons or to be used to dispatch, or to establish priority in the dispatching of, emergency first response services, including by police, firefighters and medical aid, as well as of emergency healthcare patient triage systems.
6. Law enforcement, in so far as their use is permitted under relevant Union or national law:
(a) AI systems intended to be used by or on behalf of law enforcement authorities, or by Union institutions, bodies, offices or agencies in support of law enforcement authorities or on their behalf to assess the risk of a natural person becoming the victim of criminal offences;
(b) AI systems intended to be used by or on behalf of law enforcement authorities or by Union institutions, bodies, offices or agencies in support of law enforcement authorities as polygraphs or similar tools;
(c) AI systems intended to be used by or on behalf of law enforcement authorities, or by Union institutions, bodies, offices or agencies, in support of law enforcement authorities to evaluate the reliability of evidence in the course of the investigation or prosecution of criminal offences;
(d) AI systems intended to be used by law enforcement authorities or on their behalf or by Union institutions, bodies, offices or agencies in support of law enforcement authorities for assessing the risk of a natural person offending or re-offending not solely on the basis of the profiling of natural persons as referred to in Article 3(4) of Directive (EU) 2016/680, or to assess personality traits and characteristics or past criminal behaviour of natural persons or groups;",A healthcare professional working with diagnostic technologies at a major hospital,Academic/research-oriented inquiry with formal language,How does the EU's AI Act regulate the use of AI systems in the triage and prioritization of emergency medical services?,zero-shot,"The query is relevant, specific, and answerable as it directly relates to the passage's information on AI systems for emergency healthcare and can be answered with the passage's content. It employs suitable language for an academic or research-oriented inquiry. However, it could be seen as somewhat derivative rather than fully original as it closely follows the passage content.",4
759,"ANNEX III

(c) AI systems intended to be used for risk assessment and pricing in relation to natural persons in the case of life and health insurance;
(d) AI systems intended to evaluate and classify emergency calls by natural persons or to be used to dispatch, or to establish priority in the dispatching of, emergency first response services, including by police, firefighters and medical aid, as well as of emergency healthcare patient triage systems.
6. Law enforcement, in so far as their use is permitted under relevant Union or national law:
(a) AI systems intended to be used by or on behalf of law enforcement authorities, or by Union institutions, bodies, offices or agencies in support of law enforcement authorities or on their behalf to assess the risk of a natural person becoming the victim of criminal offences;
(b) AI systems intended to be used by or on behalf of law enforcement authorities or by Union institutions, bodies, offices or agencies in support of law enforcement authorities as polygraphs or similar tools;
(c) AI systems intended to be used by or on behalf of law enforcement authorities, or by Union institutions, bodies, offices or agencies, in support of law enforcement authorities to evaluate the reliability of evidence in the course of the investigation or prosecution of criminal offences;
(d) AI systems intended to be used by law enforcement authorities or on their behalf or by Union institutions, bodies, offices or agencies in support of law enforcement authorities for assessing the risk of a natural person offending or re-offending not solely on the basis of the profiling of natural persons as referred to in Article 3(4) of Directive (EU) 2016/680, or to assess personality traits and characteristics or past criminal behaviour of natural persons or groups;",A journalist who covers technology trends for a mainstream news outlet,Simple direct question with basic vocabulary,How does the EU's AI Act regulate the use of AI in handling emergency calls by police and medical services?,zero-shot,"The query is relevant and specific as it addresses AI use in emergency calls, an explicit part of the passage. It is answerable as the passage provides detailed information on AI's role in emergency services. The language used is realistic for a journalist, being straightforward and clear. It is somewhat user-oriented since a journalist might be interested in exploring this aspect of AI regulation, but slightly less original as it closely follows the text content.",4
760,"ANNEX III

(e) AI systems intended to be used by or on behalf of law enforcement authorities or by Union institutions, bodies, offices or agencies in support of law enforcement authorities for the profiling of natural persons as referred to in Article 3(4) of Directive (EU) 2016/680 in the course of the detection, investigation or prosecution of criminal offences.
7. Migration, asylum and border control management, in so far as their use is permitted under relevant Union or national law:
(a) AI systems intended to be used by or on behalf of competent public authorities or by Union institutions, bodies, offices or agencies as polygraphs or similar tools;
(b) AI systems intended to be used by or on behalf of competent public authorities or by Union institutions, bodies, offices or agencies to assess a risk, including a security risk, a risk of irregular migration, or a health risk, posed by a natural person who intends to enter or who has entered into the territory of a Member State;
(c) AI systems intended to be used by or on behalf of competent public authorities or by Union institutions, bodies, offices or agencies to assist competent public authorities for the examination of applications for asylum, visa or residence permits and for associated complaints with regard to the eligibility of the natural persons applying for a status, including related assessments of the reliability of evidence;
(d) AI systems intended to be used by or on behalf of competent public authorities, or by Union institutions, bodies, offices or agencies, in the context of migration, asylum or border control management, for the purpose of detecting, recognising or identifying natural persons, with the exception of the verification of travel documents.
8. Administration of justice and democratic processes:",A healthcare professional working with diagnostic technologies at a major hospital,Informal conversational question,"Hey, I'm curious, how does the AI Act regulate the use of AI in assessing health risks during migration checks?",zero-shot,"The query is relevant as it addresses AI's role in assessing health risks during migration checks, a topic mentioned in the passage. It is specific and can be answered by the passage. The informal language fits the persona of a healthcare professional. However, the query is not particularly original or user-oriented as it closely follows the passage's content.",4
760,"ANNEX III

(e) AI systems intended to be used by or on behalf of law enforcement authorities or by Union institutions, bodies, offices or agencies in support of law enforcement authorities for the profiling of natural persons as referred to in Article 3(4) of Directive (EU) 2016/680 in the course of the detection, investigation or prosecution of criminal offences.
7. Migration, asylum and border control management, in so far as their use is permitted under relevant Union or national law:
(a) AI systems intended to be used by or on behalf of competent public authorities or by Union institutions, bodies, offices or agencies as polygraphs or similar tools;
(b) AI systems intended to be used by or on behalf of competent public authorities or by Union institutions, bodies, offices or agencies to assess a risk, including a security risk, a risk of irregular migration, or a health risk, posed by a natural person who intends to enter or who has entered into the territory of a Member State;
(c) AI systems intended to be used by or on behalf of competent public authorities or by Union institutions, bodies, offices or agencies to assist competent public authorities for the examination of applications for asylum, visa or residence permits and for associated complaints with regard to the eligibility of the natural persons applying for a status, including related assessments of the reliability of evidence;
(d) AI systems intended to be used by or on behalf of competent public authorities, or by Union institutions, bodies, offices or agencies, in the context of migration, asylum or border control management, for the purpose of detecting, recognising or identifying natural persons, with the exception of the verification of travel documents.
8. Administration of justice and democratic processes:",A legal consultant who specializes in technology and intellectual property law,Search engine keyword query without full sentence structure,AI systems law enforcement profiling EU regulation,few-shot,"The query is relevant to the passage as it mentions AI systems in the context of law enforcement. It is specific to profiling within the EU regulation, and the passage provides sufficient information to answer it. The search engine keyword style is suitable for a legal consultant, but it's slightly lacking in realism as it could be more detailed. The query is user-oriented and original, representing a natural question someone might ask for clarification on the AI Act.",5
761,"ANNEX III

8. Administration of justice and democratic processes:
(a) AI systems intended to be used by a judicial authority or on their behalf to assist a judicial authority in researching and interpreting facts and the law and in applying the law to a concrete set of facts, or to be used in a similar way in alternative dispute resolution;
(b) AI systems intended to be used for influencing the outcome of an election or referendum or the voting behaviour of natural persons in the exercise of their vote in elections or referenda. This does not include AI systems to the output of which natural persons are not directly exposed, such as tools used to organise, optimise or structure political campaigns from an administrative or logistical point of view.",A journalist who covers technology trends for a mainstream news outlet,Informal conversational question,"How are AI systems being used in courts and elections, and are there any rules limiting their influence on votes?",few-shot,"The query is relevant as it pertains to the use of AI in judicial and electoral systems mentioned in the passage. It is somewhat specific but addresses two distinct aspects, which slightly broadens its focus. It is answerable since the passage provides information about the AI systems' roles in these domains, although it doesn't cover the specific rules limiting influence, making it partially incomplete. The language is appropriate for a journalist's informal style, and the query is realistic and user-oriented, asking about practical implications that might concern the public.",4
761,"ANNEX III

8. Administration of justice and democratic processes:
(a) AI systems intended to be used by a judicial authority or on their behalf to assist a judicial authority in researching and interpreting facts and the law and in applying the law to a concrete set of facts, or to be used in a similar way in alternative dispute resolution;
(b) AI systems intended to be used for influencing the outcome of an election or referendum or the voting behaviour of natural persons in the exercise of their vote in elections or referenda. This does not include AI systems to the output of which natural persons are not directly exposed, such as tools used to organise, optimise or structure political campaigns from an administrative or logistical point of view.",A software developer specializing in machine learning applications,Technical language with domain-specific terminology,What are the compliance requirements for AI systems used in judicial processes or electoral influence under the EU AI Act?,few-shot,"The query is relevant as it asks about compliance related to AI systems in judicial and electoral processes which is mentioned in the passage. It is specific as it targets particular uses of AI within the passage. However, the query is not fully answerable since the passage does not provide detailed compliance requirements. The query uses appropriate language and terminology that fits a software developer's style. It is user-oriented but not highly original as it closely reflects the content from the passage.",4
762,"ANNEX IV

Technical documentation referred to in Article 11(1)
The technical documentation referred to in Article 11(1) shall contain at least the following information, as applicable to the relevant AI system:
1. A general description of the AI system including:
(a) its intended purpose, the name of the provider and the version of the system reflecting its relation to previous versions;
(b) how the AI system interacts with, or can be used to interact with, hardware or software, including with other AI systems, that are not part of the AI system itself, where applicable;
(c) the versions of relevant software or firmware, and any requirements related to version updates;
(d) the description of all the forms in which the AI system is placed on the market or put into service, such as software packages embedded into hardware, downloads, or APIs;
(e) the description of the hardware on which the AI system is intended to run;
(f) where the AI system is a component of products, photographs or illustrations showing external features, the marking and internal layout of those products;
(g) a basic description of the user-interface provided to the deployer;
(h) instructions for use for the deployer, and a basic description of the user-interface provided to the deployer, where applicable;
2. A detailed description of the elements of the AI system and of the process for its development, including:
(a) the methods and steps performed for the development of the AI system, including, where relevant, recourse to pre-trained systems or tools provided by third parties and how those were used, integrated or modified by the provider;",A data protection officer at a large European enterprise implementing AI compliance,Technical language with domain-specific terminology,What documentation is required under the AI Act's Annex IV for compliance assessment of AI systems in terms of user-interface and versioning details?,zero-shot,"The query is relevant as it pertains to Annex IV of the AI Act and specifically mentions user-interface and versioning, both of which are present in the passage. It is also specific, focusing on compliance documentation requirements. The query is answerable given the passage content, realistic for a data protection officer using technical terminology, and is original in its phrasing.",5
762,"ANNEX IV

Technical documentation referred to in Article 11(1)
The technical documentation referred to in Article 11(1) shall contain at least the following information, as applicable to the relevant AI system:
1. A general description of the AI system including:
(a) its intended purpose, the name of the provider and the version of the system reflecting its relation to previous versions;
(b) how the AI system interacts with, or can be used to interact with, hardware or software, including with other AI systems, that are not part of the AI system itself, where applicable;
(c) the versions of relevant software or firmware, and any requirements related to version updates;
(d) the description of all the forms in which the AI system is placed on the market or put into service, such as software packages embedded into hardware, downloads, or APIs;
(e) the description of the hardware on which the AI system is intended to run;
(f) where the AI system is a component of products, photographs or illustrations showing external features, the marking and internal layout of those products;
(g) a basic description of the user-interface provided to the deployer;
(h) instructions for use for the deployer, and a basic description of the user-interface provided to the deployer, where applicable;
2. A detailed description of the elements of the AI system and of the process for its development, including:
(a) the methods and steps performed for the development of the AI system, including, where relevant, recourse to pre-trained systems or tools provided by third parties and how those were used, integrated or modified by the provider;",A legal consultant who specializes in technology and intellectual property law,Simple direct question with basic vocabulary,What technical details about version updates of an AI system do providers need to include in the documentation as per the EU AI Act?,zero-shot,"The query is relevant as it pertains to information in the passage about version updates required in the AI system documentation. It is specific by focusing on the technical details of version updates. The query is answerable since the passage details the need for version-related information. It is realistic for a legal consultant interested in technical documentation requirements. However, it is not entirely user-oriented as it directly mirrors the passage content without much originality.",4
763,"ANNEX IV

(b) the design specifications of the system, namely the general logic of the AI system and of the algorithms; the key design choices including the rationale and assumptions made, including with regard to persons or groups of persons in respect of who, the system is intended to be used; the main classification choices; what the system is designed to optimise for, and the relevance of the different parameters; the description of the expected output and output quality of the system; the decisions about any possible trade-off made regarding the technical solutions adopted to comply with the requirements set out in Chapter III, Section 2;
(c) the description of the system architecture explaining how software components build on or feed into each other and integrate into the overall processing; the computational resources used to develop, train, test and validate the AI system;
(d) where relevant, the data requirements in terms of datasheets describing the training methodologies and techniques and the training data sets used, including a general description of these data sets, information about their provenance, scope and main characteristics; how the data was obtained and selected; labelling procedures (e.g. for supervised learning), data cleaning methodologies (e.g. outliers detection);
(e) assessment of the human oversight measures needed in accordance with Article 14, including an assessment of the technical measures needed to facilitate the interpretation of the outputs of AI systems by the deployers, in accordance with Article 13(3), point (d);",A municipal government official responsible for digital transformation initiatives,Hypothetical scenario-based question,"In a scenario where our city adopts a new AI-based tool for urban planning, how can we ensure that the design specifications and data requirements set by the EU's AI Act are met, especially regarding the logic and output optimization of the AI system?",zero-shot,"The query is relevant as it pertains to AI system design and data requirements mentioned in the passage. It is specific, focusing on aspects of design specifications and data requirements. However, it isn't completely answerable with the passage alone, as it asks about ensuring compliance which needs more contextual input. The query is realistic for a municipal government official concerned with compliance. It is user-oriented and presents an original hypothetical scenario without merely restating the passage.",4
763,"ANNEX IV

(b) the design specifications of the system, namely the general logic of the AI system and of the algorithms; the key design choices including the rationale and assumptions made, including with regard to persons or groups of persons in respect of who, the system is intended to be used; the main classification choices; what the system is designed to optimise for, and the relevance of the different parameters; the description of the expected output and output quality of the system; the decisions about any possible trade-off made regarding the technical solutions adopted to comply with the requirements set out in Chapter III, Section 2;
(c) the description of the system architecture explaining how software components build on or feed into each other and integrate into the overall processing; the computational resources used to develop, train, test and validate the AI system;
(d) where relevant, the data requirements in terms of datasheets describing the training methodologies and techniques and the training data sets used, including a general description of these data sets, information about their provenance, scope and main characteristics; how the data was obtained and selected; labelling procedures (e.g. for supervised learning), data cleaning methodologies (e.g. outliers detection);
(e) assessment of the human oversight measures needed in accordance with Article 14, including an assessment of the technical measures needed to facilitate the interpretation of the outputs of AI systems by the deployers, in accordance with Article 13(3), point (d);",A university student majoring in computer science with an interest in ethics,Technical language with domain-specific terminology,"What are the data requirements outlined in the EU's AI Act concerning the training datasets for AI systems, and how do these requirements ensure ethical data usage and provenance?",zero-shot,"The query is relevant as it directly pertains to the data requirements mentioned in the passage. It is specific, focusing on the data requirements for training datasets. The query is answerable as the passage discusses these requirements. The language used is realistic and appropriate for a computer science student interested in ethics. However, it slightly lacks originality, as it largely paraphrases part of the passage.",4
764,"ANNEX IV

(f) where applicable, a detailed description of pre-determined changes to the AI system and its performance, together with all the relevant information related to the technical solutions adopted to ensure continuous compliance of the AI system with the relevant requirements set out in Chapter III, Section 2;
(g) the validation and testing procedures used, including information about the validation and testing data used and their main characteristics; metrics used to measure accuracy, robustness and compliance with other relevant requirements set out in Chapter III, Section 2, as well as potentially discriminatory impacts; test logs and all test reports dated and signed by the responsible persons, including with regard to pre-determined changes as referred to under point (f);
(h) cybersecurity measures put in place;
3. Detailed information about the monitoring, functioning and control of the AI system, in particular with regard to: its capabilities and limitations in performance, including the degrees of accuracy for specific persons or groups of persons on which the system is intended to be used and the overall expected level of accuracy in relation to its intended purpose; the foreseeable unintended outcomes and sources of risks to health and safety, fundamental rights and discrimination in view of the intended purpose of the AI system; the human oversight measures needed in accordance with Article 14, including the technical measures put in place to facilitate the interpretation of the outputs of AI systems by the deployers; specifications on input data, as appropriate;
4. A description of the appropriateness of the performance metrics for the specific AI system;
5. A detailed description of the risk management system in accordance with Article 9;",A data protection officer at a large European enterprise implementing AI compliance,Search engine keyword query without full sentence structure,AI system compliance pre-determined changes description requirements Annex IV,zero-shot,"The query is relevant and specific, focusing on compliance and changes in AI systems as per Annex IV; it is answerable with the passage's details, realistic for a data protection officer, but slightly lacks originality in phrasing.",4
764,"ANNEX IV

(f) where applicable, a detailed description of pre-determined changes to the AI system and its performance, together with all the relevant information related to the technical solutions adopted to ensure continuous compliance of the AI system with the relevant requirements set out in Chapter III, Section 2;
(g) the validation and testing procedures used, including information about the validation and testing data used and their main characteristics; metrics used to measure accuracy, robustness and compliance with other relevant requirements set out in Chapter III, Section 2, as well as potentially discriminatory impacts; test logs and all test reports dated and signed by the responsible persons, including with regard to pre-determined changes as referred to under point (f);
(h) cybersecurity measures put in place;
3. Detailed information about the monitoring, functioning and control of the AI system, in particular with regard to: its capabilities and limitations in performance, including the degrees of accuracy for specific persons or groups of persons on which the system is intended to be used and the overall expected level of accuracy in relation to its intended purpose; the foreseeable unintended outcomes and sources of risks to health and safety, fundamental rights and discrimination in view of the intended purpose of the AI system; the human oversight measures needed in accordance with Article 14, including the technical measures put in place to facilitate the interpretation of the outputs of AI systems by the deployers; specifications on input data, as appropriate;
4. A description of the appropriateness of the performance metrics for the specific AI system;
5. A detailed description of the risk management system in accordance with Article 9;",A healthcare professional working with diagnostic technologies at a major hospital,Simple direct question with basic vocabulary,How does the AI Act ensure diagnostic AI technologies are validated and tested for accuracy?,zero-shot,"The query is relevant asking about validation and testing, specific to diagnostic AI technologies which aligns with Annex IV but doesn't directly address specifications for diagnostics. It is answerable as the passage mentions validation, testing, and accuracy. The phrasing suits a healthcare professional though 'diagnostic technologies' aren't explicitly mentioned. It is user-oriented but lacks originality as it closely mirrors the passage language.",4
765,"ANNEX IV

4. A description of the appropriateness of the performance metrics for the specific AI system;
5. A detailed description of the risk management system in accordance with Article 9;
6. A description of relevant changes made by the provider to the system through its lifecycle;
7. A list of the harmonised standards applied in full or in part the references of which have been published in the Official Journal of the European Union; where no such harmonised standards have been applied, a detailed description of the solutions adopted to meet the requirements set out in Chapter III, Section 2, including a list of other relevant standards and technical specifications applied;
8. A copy of the EU declaration of conformity referred to in Article 47;
9. A detailed description of the system in place to evaluate the AI system performance in the post-market phase in accordance with Article 72, including the post-market monitoring plan referred to in Article 72(3).",A healthcare professional working with diagnostic technologies at a major hospital,Academic/research-oriented inquiry with formal language,"What are the necessary components of a risk management system for AI systems in healthcare, specifically regarding compliance with EU standards and performance evaluation metrics throughout the system's lifecycle?",few-shot,"The query is relevant as it asks about risk management components, which relate to the risk management system and performance metrics mentioned in the passage. It is specific, focusing on healthcare-related AI systems. However, it is not fully answerable as the passage lacks enough details about healthcare-specific compliance or performance metrics. The query is realistic given the academic background but could be more user-oriented as the query blends in specific lifecycle concerns not explicitly mentioned. It demonstrates a level of originality by linking the lifecycle with performance and compliance, fitting a user's natural inquiry.",4
765,"ANNEX IV

4. A description of the appropriateness of the performance metrics for the specific AI system;
5. A detailed description of the risk management system in accordance with Article 9;
6. A description of relevant changes made by the provider to the system through its lifecycle;
7. A list of the harmonised standards applied in full or in part the references of which have been published in the Official Journal of the European Union; where no such harmonised standards have been applied, a detailed description of the solutions adopted to meet the requirements set out in Chapter III, Section 2, including a list of other relevant standards and technical specifications applied;
8. A copy of the EU declaration of conformity referred to in Article 47;
9. A detailed description of the system in place to evaluate the AI system performance in the post-market phase in accordance with Article 72, including the post-market monitoring plan referred to in Article 72(3).",A venture capital investor focusing on early-stage technology startups,Hypothetical scenario-based question,"If a startup is developing an AI product, what kind of performance evaluations and compliance documentation would they need to prepare before launching in the EU market?",few-shot,"The query is relevant to the passage, focusing on compliance documentation and performance evaluations, which are key aspects of the AI Act. It is specific in asking about what a startup needs to prepare before launching. The query is answerable since the passage outlines specific requirements and documentation needed under the EU AI Act. It is realistic and user-oriented, reflecting what a venture capital investor might genuinely inquire about, although it closely aligns with the passage without much originality or hypothetical scenario elaboration.",4
766,"ANNEX V

EU declaration of conformity
The EU declaration of conformity referred to in Article 47, shall contain all of the following information:
1. AI system name and type and any additional unambiguous reference allowing the identification and traceability of the AI system;
2. The name and address of the provider or, where applicable, of their authorised representative;
3. A statement that the EU declaration of conformity referred to in Article 47 is issued under the sole responsibility of the provider;
4. A statement that the AI system is in conformity with this Regulation and, if applicable, with any other relevant Union law that provides for the issuing of the EU declaration of conformity referred to in Article 47;
5. Where an AI system involves the processing of personal data, a statement that that AI system complies with Regulations (EU) 2016/679 and (EU) 2018/1725 and Directive (EU) 2016/680;
6. References to any relevant harmonised standards used or any other common specification in relation to which conformity is declared;
7. Where applicable, the name and identification number of the notified body, a description of the conformity assessment procedure performed, and identification of the certificate issued;
8. The place and date of issue of the declaration, the name and function of the person who signed it, as well as an indication for, or on behalf of whom, that person signed, a signature.",A data protection officer at a large European enterprise implementing AI compliance,Technical language with domain-specific terminology,"Can you detail the implications of the EU declaration of conformity on AI systems, particularly concerning compliance with EU data protection regulations like GDPR and Directive (EU) 2016/680?",zero-shot,"The query is relevant to the passage, focusing on compliance with EU data protection regulations mentioned in the passage, making it specific and likely answerable. It uses appropriate technical language, matching the persona's expertise. However, it may not be fully user-oriented, as it closely mirrors information from the passage rather than framing a broader user-initiated question.",4
766,"ANNEX V

EU declaration of conformity
The EU declaration of conformity referred to in Article 47, shall contain all of the following information:
1. AI system name and type and any additional unambiguous reference allowing the identification and traceability of the AI system;
2. The name and address of the provider or, where applicable, of their authorised representative;
3. A statement that the EU declaration of conformity referred to in Article 47 is issued under the sole responsibility of the provider;
4. A statement that the AI system is in conformity with this Regulation and, if applicable, with any other relevant Union law that provides for the issuing of the EU declaration of conformity referred to in Article 47;
5. Where an AI system involves the processing of personal data, a statement that that AI system complies with Regulations (EU) 2016/679 and (EU) 2018/1725 and Directive (EU) 2016/680;
6. References to any relevant harmonised standards used or any other common specification in relation to which conformity is declared;
7. Where applicable, the name and identification number of the notified body, a description of the conformity assessment procedure performed, and identification of the certificate issued;
8. The place and date of issue of the declaration, the name and function of the person who signed it, as well as an indication for, or on behalf of whom, that person signed, a signature.",A university student majoring in computer science with an interest in ethics,Informal conversational question,What details do I need to include in an EU declaration of conformity for an AI system?,few-shot,"The query is relevant to the passage, specific in its focus on the EU declaration of conformity for AI systems, answerable with the passage providing complete details, realistic given the student's educational background and interest, and both user-oriented and original.",5
767,"ANNEX VI

Conformity assessment procedure based on internal control
1. The conformity assessment procedure based on internal control is the conformity assessment procedure based on points 2, 3 and 4.
2. The provider verifies that the established quality management system is in compliance with the requirements of Article 17.
3. The provider examines the information contained in the technical documentation in order to assess the compliance of the AI system with the relevant essential requirements set out in Chapter III, Section 2.
4. The provider also verifies that the design and development process of the AI system and its post-market monitoring as referred to in Article 72 is consistent with the technical documentation.",A journalist who covers technology trends for a mainstream news outlet,Informal conversational question,Can you break down what the internal control process involves when assessing if an AI system meets EU standards?,zero-shot,"The query is relevant to the passage, focusing on the internal control process specific to the passage's content, and is answerable since the passage outlines the procedure. The language is realistic for a journalist, using informal phrasing appropriate for a general audience. However, the query is not particularly original as it closely mirrors the passage content.",4
767,"ANNEX VI

Conformity assessment procedure based on internal control
1. The conformity assessment procedure based on internal control is the conformity assessment procedure based on points 2, 3 and 4.
2. The provider verifies that the established quality management system is in compliance with the requirements of Article 17.
3. The provider examines the information contained in the technical documentation in order to assess the compliance of the AI system with the relevant essential requirements set out in Chapter III, Section 2.
4. The provider also verifies that the design and development process of the AI system and its post-market monitoring as referred to in Article 72 is consistent with the technical documentation.",A privacy advocate with a background in civil liberties and digital rights,Academic/research-oriented inquiry with formal language,What are the steps involved in the conformity assessment procedure based on internal control for verifying AI system compliance under the EU AI Act?,few-shot,"The query is relevant and specific, focusing specifically on the steps of the conformity assessment procedure mentioned in the passage. It is answerable as the passage details those steps. The academic and formal tone matches the persona of a privacy advocate with a research-oriented style. However, the query closely resembles the content of the passage and lacks originality, as it mirrors the procedure described.",4
768,"ANNEX VII

Conformity based on an assessment of the quality management system and an assessment of the technical documentation
1.   Introduction
Conformity based on an assessment of the quality management system and an assessment of the technical documentation is the conformity assessment procedure based on points 2 to 5.
2.   Overview
The approved quality management system for the design, development and testing of AI systems pursuant to Article 17 shall be examined in accordance with point 3 and shall be subject to surveillance as specified in point 5. The technical documentation of the AI system shall be examined in accordance with point 4.
3.   Quality management system
3.1. The application of the provider shall include:
(a) the name and address of the provider and, if the application is lodged by an authorised representative, also their name and address;
(b) the list of AI systems covered under the same quality management system;
(c) the technical documentation for each AI system covered under the same quality management system;
(d) the documentation concerning the quality management system which shall cover all the aspects listed under Article 17;
(e) a description of the procedures in place to ensure that the quality management system remains adequate and effective;
(f) a written declaration that the same application has not been lodged with any other notified body.
3.2. The quality management system shall be assessed by the notified body, which shall determine whether it satisfies the requirements referred to in Article 17.
The decision shall be notified to the provider or its authorised representative.
The notification shall contain the conclusions of the assessment of the quality management system and the reasoned assessment decision.",A legal consultant who specializes in technology and intellectual property law,Academic/research-oriented inquiry with formal language,Could you elucidate the procedural requirements for the assessment of a quality management system in AI systems conforming to Article 17 of the EU AI Act?,zero-shot,"The query is relevant to the passage as it directly pertains to the conformity assessment of AI systems mentioned. It is specific, focusing on procedural requirements related to Article 17. The query is not fully answerable since the passage does not provide all procedural details. The language matches a legal consultant's inquiry style, making it realistic. It is user-oriented and distinctive in phrasing compared to simply restating the passage.",4
768,"ANNEX VII

Conformity based on an assessment of the quality management system and an assessment of the technical documentation
1.   Introduction
Conformity based on an assessment of the quality management system and an assessment of the technical documentation is the conformity assessment procedure based on points 2 to 5.
2.   Overview
The approved quality management system for the design, development and testing of AI systems pursuant to Article 17 shall be examined in accordance with point 3 and shall be subject to surveillance as specified in point 5. The technical documentation of the AI system shall be examined in accordance with point 4.
3.   Quality management system
3.1. The application of the provider shall include:
(a) the name and address of the provider and, if the application is lodged by an authorised representative, also their name and address;
(b) the list of AI systems covered under the same quality management system;
(c) the technical documentation for each AI system covered under the same quality management system;
(d) the documentation concerning the quality management system which shall cover all the aspects listed under Article 17;
(e) a description of the procedures in place to ensure that the quality management system remains adequate and effective;
(f) a written declaration that the same application has not been lodged with any other notified body.
3.2. The quality management system shall be assessed by the notified body, which shall determine whether it satisfies the requirements referred to in Article 17.
The decision shall be notified to the provider or its authorised representative.
The notification shall contain the conclusions of the assessment of the quality management system and the reasoned assessment decision.",A privacy advocate with a background in civil liberties and digital rights,Hypothetical scenario-based question,"If an AI provider's quality management system doesn't meet the requirements under Article 17, what would be the implications for user privacy and data protection?",few-shot,"The query is relevant as it relates to the conformity assessment framework mentioned in the passage. It is specific, focusing on the non-compliance implications regarding Article 17. However, it is not directly answerable by the passage since it does not provide details on privacy or data protection. The query is realistic for a privacy advocate concerned with implications of non-compliance on user privacy. Additionally, it is user-oriented in its hypothetical nature, a style fitting a privacy advocate's concerns. Overall, it scores well, missing only on direct answerability.",4
769,"ANNEX VII

The notification shall contain the conclusions of the assessment of the quality management system and the reasoned assessment decision.
3.3. The quality management system as approved shall continue to be implemented and maintained by the provider so that it remains adequate and efficient.
3.4. Any intended change to the approved quality management system or the list of AI systems covered by the latter shall be brought to the attention of the notified body by the provider.
The proposed changes shall be examined by the notified body, which shall decide whether the modified quality management system continues to satisfy the requirements referred to in point 3.2 or whether a reassessment is necessary.
The notified body shall notify the provider of its decision. The notification shall contain the conclusions of the examination of the changes and the reasoned assessment decision.
4.   Control of the technical documentation.
4.1. In addition to the application referred to in point 3, an application with a notified body of their choice shall be lodged by the provider for the assessment of the technical documentation relating to the AI system which the provider intends to place on the market or put into service and which is covered by the quality management system referred to under point 3.
4.2. The application shall include:
(a) the name and address of the provider;
(b) a written declaration that the same application has not been lodged with any other notified body;
(c) the technical documentation referred to in Annex IV.",A data protection officer at a large European enterprise implementing AI compliance,Technical language with domain-specific terminology,"What are the procedural steps and requirements for notifying changes to an approved quality management system for AI under the EU AI Act, and how does a provider ensure continued compliance?",zero-shot,"The query is relevant and specific as it focuses on changes to an approved quality management system for AI, a topic covered in the passage. It is answerable since the passage discusses the procedures for reporting changes to the notified body. The language and terminology fit the technical style expected from a data protection officer. The query is somewhat user-oriented as it combines the notification steps with compliance, although it mildly resembles the passage content in parts.",5
